filename,width,height,class,xmin,ymin,xmax,ymax
IMG_1761.JPG,4032,3024,tecate,1417,393,3611,1651
IMG_1762.JPG,4032,3024,tecate,1243,683,3411,1902
IMG_1763.JPG,4032,3024,tecate,1047,1031,3224,2257
IMG_1764.JPG,4032,3024,tecate,995,938,3205,2196
IMG_1765.JPG,4032,3024,tecate,972,699,3176,1951
IMG_1766.JPG,4032,3024,tecate,821,657,3056,1941
IMG_1767.JPG,4032,3024,tecate,753,902,2995,2180
IMG_1768.JPG,4032,3024,tecate,805,851,3014,2138
IMG_1769.JPG,4032,3024,tecate,811,831,3027,2099
IMG_1770.JPG,4032,3024,tecate,721,751,2976,2054
IMG_1771.JPG,4032,3024,tecate,698,886,2985,2205
IMG_1772.JPG,4032,3024,tecate,785,889,2950,2125
IMG_1773.JPG,4032,3024,tecate,921,1018,3005,2199
IMG_1774.JPG,4032,3024,tecate,947,1080,3024,2280
IMG_1776.JPG,4032,3024,tecate,1082,1605,2711,2499
IMG_1777.JPG,4032,3024,tecate,1150,1676,2769,2567
IMG_1778.JPG,4032,3024,tecate,1121,1718,2785,2644
IMG_1779.JPG,4032,3024,tecate,1108,1709,2834,2657
IMG_1780.JPG,4032,3024,tecate,1079,1631,2866,2609
IMG_1781.JPG,4032,3024,tecate,1082,1531,2921,2538
IMG_1782.JPG,4032,3024,tecate,1140,1241,3069,2299
IMG_1784.JPG,4032,3024,tecate,1076,1309,2976,2354
IMG_1785.JPG,4032,3024,tecate,1082,1170,3021,2222
IMG_1786.JPG,4032,3024,tecate,1105,1231,3043,2299
IMG_1787.JPG,4032,3024,tecate,1134,1164,3098,2238
IMG_1788.JPG,4032,3024,tecate,1227,1083,3208,2164
IMG_1789.JPG,4032,3024,tecate,1250,983,3221,2067
IMG_1790.JPG,4032,3024,tecate,1327,841,3327,1922
IMG_1792.JPG,4032,3024,tecate,1347,654,3427,1780
IMG_1793.JPG,4032,3024,tecate,1353,728,3447,1876
IMG_1794.JPG,4032,3024,tecate,1398,664,3540,1834
IMG_1795.JPG,4032,3024,tecate,1376,744,3559,1944
IMG_1796.JPG,4032,3024,tecate,1285,860,3427,2044
IMG_1797.JPG,4032,3024,tecate,1276,883,3392,2047
IMG_1798.JPG,4032,3024,tecate,1279,857,3337,1980
IMG_1799.JPG,4032,3024,tecate,1237,757,3292,1899
IMG_1800.JPG,4032,3024,tecate,1256,731,3314,1873
IMG_1801.JPG,4032,3024,tecate,1247,741,3314,1889
IMG_1802.JPG,4032,3024,tecate,1205,873,3266,2005
IMG_1803.JPG,4032,3024,tecate,1250,1180,3308,2315
IMG_1804.JPG,4032,3024,tecate,1253,1131,3334,2286
IMG_1805.JPG,4032,3024,tecate,1230,970,3317,2131
IMG_1806.JPG,4032,3024,tecate,1214,1083,3285,2228
IMG_1808.JPG,4032,3024,tecate,1130,1173,3230,2344
IMG_1809.JPG,4032,3024,tecate,1134,1134,3192,2280
IMG_1810.JPG,4032,3024,tecate,1105,1089,3208,2241
IMG_1811.JPG,4032,3024,tecate,1121,1118,3224,2276
IMG_1812.JPG,4032,3024,tecate,1114,1276,3205,2434
IMG_1813.JPG,4032,3024,tecate,1134,1228,3205,2367
IMG_1814.JPG,4032,3024,tecate,1111,999,3166,2125
IMG_1816.JPG,4032,3024,tecate,1150,1115,3176,2247
IMG_1817.JPG,4032,3024,tecate,1147,1015,3224,2180
IMG_1818.JPG,4032,3024,tecate,1227,1360,3350,2567
IMG_1819.JPG,4032,3024,tecate,1288,1360,3417,2541
IMG_1820.JPG,4032,3024,tecate,1398,1154,3505,2325
IMG_1821.JPG,4032,3024,tecate,1424,1147,3514,2318
IMG_1822.JPG,4032,3024,tecate,1408,1141,3485,2289
IMG_1825.JPG,4032,3024,tecate,966,1538,2934,2580
IMG_1826.JPG,4032,3024,tecate,921,1583,2956,2670
IMG_1827.JPG,4032,3024,tecate,943,1541,3030,2634
IMG_1828.JPG,4032,3024,tecate,895,1412,3008,2541
IMG_1829.JPG,4032,3024,tecate,840,1296,3111,2483
IMG_1830.JPG,4032,3024,tecate,724,1299,3088,2541
IMG_1831.JPG,4032,3024,tecate,721,1309,3143,2573
IMG_1832.JPG,4032,3024,tecate,653,1331,3137,2647
IMG_1833.JPG,4032,3024,tecate,747,1331,3253,2654
IMG_1834.JPG,4032,3024,tecate,805,1260,3234,2544
IMG_1835.JPG,4032,3024,tecate,805,1193,3172,2431
IMG_1836.JPG,4032,3024,tecate,856,1054,3234,2328
IMG_1837.JPG,4032,3024,tecate,879,799,3276,2076
IMG_1838.JPG,4032,3024,tecate,843,802,3156,2167
IMG_1839.JPG,4032,3024,tecate,959,667,3276,1925
IMG_1841.JPG,4032,3024,tecate,859,809,3021,2034
IMG_1842.JPG,4032,3024,tecate,872,905,3034,2109
IMG_1843.JPG,4032,3024,tecate,943,809,3072,2009
IMG_1844.JPG,4032,3024,tecate,1079,573,3169,1799
IMG_1845.JPG,4032,3024,tecate,1156,551,3205,1757
IMG_1846.JPG,4032,3024,tecate,1153,1357,3117,2470
IMG_1847.JPG,4032,3024,tecate,1114,1399,3079,2512
IMG_1849.JPG,4032,3024,tecate,1121,1318,3098,2441
IMG_1850.JPG,4032,3024,tecate,1185,1147,3217,2328
IMG_1851.JPG,4032,3024,tecate,1182,1064,3259,2260
IMG_1852.JPG,4032,3024,tecate,1121,1089,3234,2296
IMG_1853.JPG,4032,3024,tecate,1101,1202,3234,2405
IMG_1854.JPG,4032,3024,tecate,988,1212,3134,2428
IMG_1855.JPG,4032,3024,tecate,1040,1170,3195,2393
IMG_1857.JPG,4032,3024,tecate,1053,1189,3127,2334
IMG_1858.JPG,4032,3024,tecate,976,1334,3108,2493
IMG_1859.JPG,4032,3024,tecate,1011,957,3143,2180
IMG_1860.JPG,4032,3024,tecate,1092,854,3169,2089
IMG_1861.JPG,4032,3024,tecate,1082,757,3192,2012
IMG_1862.JPG,4032,3024,tecate,937,525,3117,1841
IMG_1863.JPG,4032,3024,tecate,863,1367,2937,2444
IMG_1864.JPG,4032,3024,tecate,1050,1244,3030,2273
IMG_1865.JPG,4032,3024,tecate,1072,1151,2979,2180
IMG_1866.JPG,4032,3024,tecate,1153,1047,3034,2064
IMG_1867.JPG,4032,3024,tecate,1088,1093,3021,2118
IMG_1868.JPG,4032,3024,tecate,1137,989,3205,2089
IMG_1869.JPG,4032,3024,tecate,1166,760,3240,1902
IMG_1870.JPG,4032,3024,tecate,1211,776,3253,1905
IMG_1871.JPG,4032,3024,tecate,1150,938,3243,2054
IMG_1873.JPG,4032,3024,tecate,1079,905,3263,2086
IMG_1874.JPG,4032,3024,tecate,1111,889,3266,2083
IMG_1875.JPG,4032,3024,tecate,1214,851,3388,2073
IMG_1876.JPG,4032,3024,tecate,1266,770,3363,1957
IMG_1877.JPG,4032,3024,tecate,1272,651,3366,1864
IMG_1878.JPG,4032,3024,tecate,1276,744,3385,1912
IMG_1879.JPG,4032,3024,tecate,1259,689,3369,1873
IMG_1881.JPG,4032,3024,tecate,785,1447,3117,2673
IMG_1882.JPG,4032,3024,tecate,856,1302,3153,2502
IMG_1883.JPG,4032,3024,tecate,953,1209,3234,2422
IMG_1884.JPG,4032,3024,tecate,1011,1128,3276,2331
IMG_1885.JPG,4032,3024,tecate,1037,938,3330,2173
IMG_1886.JPG,4032,3024,tecate,1034,893,3279,2125
IMG_1887.JPG,4032,3024,tecate,1447,1341,3311,2360
IMG_1889.JPG,4032,3024,tecate,1453,1273,3321,2312
IMG_1890.JPG,4032,3024,tecate,1421,1231,3305,2283
IMG_1891.JPG,4032,3024,tecate,1421,1212,3314,2257
IMG_1892.JPG,4032,3024,tecate,1434,1186,3334,2238
IMG_1893.JPG,4032,3024,tecate,1437,1170,3356,2238
IMG_1894.JPG,4032,3024,tecate,1443,1154,3366,2228
IMG_1895.JPG,4032,3024,tecate,1440,1141,3366,2209
IMG_1896.JPG,4032,3024,tecate,1443,1099,3388,2167
IMG_1897.JPG,4032,3024,tecate,1498,1060,3437,2131
IMG_1898.JPG,4032,3024,tecate,1579,1022,3472,2115
IMG_1899.JPG,4032,3024,tecate,1598,980,3524,2067
IMG_1900.JPG,4032,3024,tecate,1585,960,3521,2054
IMG_1901.JPG,4032,3024,tecate,1576,902,3511,2002
IMG_1902.JPG,4032,3024,tecate,1543,883,3488,1993
IMG_1903.JPG,4032,3024,tecate,1524,902,3476,2015
IMG_1905.JPG,4032,3024,tecate,1524,931,3476,2028
IMG_1906.JPG,4032,3024,tecate,1466,934,3447,2031
IMG_1907.JPG,4032,3024,tecate,1417,934,3437,2015
IMG_1908.JPG,4032,3024,tecate,1372,944,3382,2028
IMG_1909.JPG,4032,3024,tecate,1314,931,3353,2034
IMG_1910.JPG,4032,3024,tecate,1230,822,3330,1941
IMG_1911.JPG,4032,3024,tecate,1227,757,3334,1896
IMG_1913.JPG,4032,3024,tecate,1208,518,3334,1689
IMG_1914.JPG,4032,3024,tecate,1195,528,3305,1718
IMG_1915.JPG,4032,3024,tecate,1163,609,3279,1773
IMG_1916.JPG,4032,3024,tecate,1140,625,3269,1770
IMG_1917.JPG,4032,3024,tecate,1124,534,3247,1722
IMG_1918.JPG,4032,3024,tecate,1134,438,3259,1647
IMG_1919.JPG,4032,3024,tecate,1172,464,3279,1664
IMG_1920.JPG,4032,3024,tecate,1176,464,3292,1664
IMG_1921.JPG,4032,3024,tecate,1250,496,3330,1667
IMG_1922.JPG,4032,3024,tecate,1224,473,3305,1651
IMG_1923.JPG,4032,3024,tecate,1179,389,3237,1567
IMG_1924.JPG,4032,3024,tecate,1172,402,3237,1583
IMG_1925.JPG,4032,3024,tecate,1201,441,3250,1596
IMG_1926.JPG,4032,3024,tecate,1188,489,3234,1625
IMG_1927.JPG,4032,3024,tecate,1124,518,3169,1641
IMG_1929.JPG,4032,3024,tecate,1076,541,3127,1651
IMG_1930.JPG,4032,3024,tecate,1088,560,3134,1693
IMG_1931.JPG,4032,3024,tecate,1063,573,3134,1734
IMG_1932.JPG,4032,3024,tecate,1059,583,3150,1741
IMG_1933.JPG,4032,3024,tecate,992,673,3072,1822
IMG_1934.JPG,4032,3024,tecate,995,683,3082,1886
IMG_1935.JPG,4032,3024,tecate,953,757,3047,1912
IMG_1937.JPG,4032,3024,tecate,863,664,3005,1802
IMG_1938.JPG,4032,3024,tecate,856,547,3008,1747
IMG_1939.JPG,4032,3024,tecate,843,496,3014,1718
IMG_1940.JPG,4032,3024,tecate,834,509,3027,1725
IMG_1941.JPG,4032,3024,tecate,837,531,3034,1754
IMG_1942.JPG,4032,3024,tecate,837,583,3008,1838
IMG_5898.JPG,3264,2448,tecateC,222,923,2783,1684
IMG_5899.JPG,3264,2448,tecateC,275,928,2820,1678
IMG_5900.JPG,3264,2448,tecateC,291,934,2838,1676
IMG_5902.JPG,3264,2448,tecateC,328,921,2859,1689
IMG_5903.JPG,3264,2448,tecateC,328,834,2854,1673
IMG_5904.JPG,3264,2448,tecateC,346,886,2875,1642
IMG_5905.JPG,3264,2448,tecateC,367,868,2864,1634
IMG_5906.JPG,3264,2448,tecateC,351,878,2846,1623
IMG_5907.JPG,3264,2448,tecateC,351,881,2872,1642
IMG_5908.JPG,3264,2448,tecateC,349,884,2912,1657
IMG_5910.JPG,3264,2448,tecateC,349,878,2951,1681
IMG_5911.JPG,3264,2448,tecateC,362,905,2909,1694
IMG_5912.JPG,3264,2448,tecateC,372,923,2975,1694
IMG_5913.JPG,3264,2448,tecateC,293,892,2917,1676
IMG_5914.JPG,3264,2448,tecateC,264,871,2909,1668
IMG_5915.JPG,3264,2448,tecateC,251,844,2899,1623
IMG_5916.JPG,3264,2448,tecateC,230,836,2859,1647
IMG_5918.JPG,3264,2448,tecateC,230,815,2878,1584
IMG_5919.JPG,3264,2448,tecateC,233,847,2875,1623
IMG_5920.JPG,3264,2448,tecateC,228,852,2872,1634
IMG_5921.JPG,3264,2448,tecateC,238,850,2867,1663
IMG_5922.JPG,3264,2448,tecateC,233,892,2885,1681
IMG_5923.JPG,3264,2448,tecateC,254,915,2880,1671
IMG_5924.JPG,3264,2448,tecateC,283,871,2857,1710
IMG_5926.JPG,3264,2448,tecateC,175,952,2791,1721
IMG_5927.JPG,3264,2448,tecateC,151,910,2785,1694
IMG_5928.JPG,3264,2448,tecateC,157,918,2791,1723
IMG_5929.JPG,3264,2448,tecateC,162,902,2804,1660
IMG_5930.JPG,3264,2448,tecateC,220,831,2904,1639
IMG_5931.JPG,3264,2448,tecateC,320,818,2972,1623
IMG_5932.JPG,3264,2448,tecateC,293,810,2954,1613
IMG_5933.JPG,3264,2448,tecateC,283,805,2949,1610
IMG_5934.JPG,3264,2448,tecateC,154,765,2943,1592
IMG_5935.JPG,3264,2448,tecateC,146,773,2922,1600
IMG_5936.JPG,3264,2448,tecateC,120,781,2899,1589
IMG_5937.JPG,3264,2448,tecateC,104,776,2891,1618
IMG_5938.JPG,3264,2448,tecateC,104,771,2928,1610
IMG_5939.JPG,3264,2448,tecateC,78,736,2875,1597
IMG_5940.JPG,3264,2448,tecateC,1,750,2878,1594
IMG_5942.JPG,3264,2448,tecateC,12,652,2888,1565
IMG_5943.JPG,3264,2448,tecateC,4,647,2907,1560
IMG_5944.JPG,3264,2448,tecateC,28,628,2935,1605
IMG_5945.JPG,3264,2448,tecateC,28,642,2938,1602
IMG_5946.JPG,3264,2448,tecateC,20,684,3009,1676
IMG_5947.JPG,3264,2448,tecateC,14,721,3133,1705
IMG_5948.JPG,3264,2448,tecateC,22,736,3146,1755
IMG_5950.JPG,3264,2448,tecateC,14,805,3133,1807
IMG_5951.JPG,3264,2448,tecateC,28,921,3064,1928
IMG_5952.JPG,3264,2448,tecateC,17,939,3025,1918
IMG_5953.JPG,3264,2448,tecateC,30,971,3070,1947
IMG_5954.JPG,3264,2448,tecateC,4,986,3030,1950
IMG_5955.JPG,3264,2448,tecateC,17,1028,2991,1957
IMG_5956.JPG,3264,2448,tecateC,43,1023,2991,1931
IMG_5958.JPG,3264,2448,tecateC,17,986,2959,1936
IMG_5959.JPG,3264,2448,tecateC,22,923,2970,1865
IMG_5960.JPG,3264,2448,tecateC,22,844,3014,1802
IMG_5961.JPG,3264,2448,tecateC,22,765,3012,1723
IMG_5962.JPG,3264,2448,tecateC,25,713,2993,1686
IMG_5963.JPG,3264,2448,tecateC,59,657,3012,1639
IMG_5964.JPG,3264,2448,tecateC,54,642,2964,1660
IMG_5966.JPG,3264,2448,tecateC,43,702,2933,1663
IMG_5967.JPG,3264,2448,tecateC,75,736,2946,1700
IMG_5968.JPG,3264,2448,tecateC,20,784,2899,1728
IMG_5969.JPG,3264,2448,tecateC,54,815,2912,1768
IMG_5970.JPG,3264,2448,tecateC,59,794,2870,1760
IMG_5971.JPG,3264,2448,tecateC,70,734,2883,1728
IMG_5972.JPG,3264,2448,tecateC,88,755,2893,1713
IMG_5973.JPG,3264,2448,tecateC,85,689,2857,1610
IMG_5974.JPG,3264,2448,tecateC,78,678,2883,1610
IMG_5975.JPG,3264,2448,tecateC,91,628,2896,1550
IMG_5976.JPG,3264,2448,tecateC,51,605,2875,1531
IMG_5977.JPG,3264,2448,tecateC,49,542,2854,1492
IMG_5978.JPG,3264,2448,tecateC,22,510,2843,1526
IMG_5979.JPG,3264,2448,tecateC,20,531,2843,1476
IMG_5980.JPG,3264,2448,tecateC,85,500,2899,1484
IMG_5982.JPG,3264,2448,tecateC,38,489,2809,1410
IMG_5983.JPG,3264,2448,tecateC,49,468,2809,1368
IMG_5984.JPG,3264,2448,tecateC,59,426,2793,1378
IMG_5985.JPG,3264,2448,tecateC,120,450,2814,1347
IMG_5985.JPG,3264,2448,tecateC,122,450,2812,1360
IMG_5986.JPG,3264,2448,tecateC,133,428,2843,1344
IMG_5987.JPG,3264,2448,tecateC,117,489,2817,1365
IMG_5988.JPG,3264,2448,tecateC,333,836,2791,1605
IMG_5990.JPG,3264,2448,tecateC,430,857,2780,1610
IMG_5991.JPG,3264,2448,tecateC,412,860,2772,1615
IMG_5992.JPG,3264,2448,tecateC,422,868,2783,1578
IMG_5993.JPG,3264,2448,tecateC,443,871,2775,1581
IMG_5994.JPG,3264,2448,tecateC,470,894,2772,1613
IMG_5995.JPG,3264,2448,tecateC,412,944,2722,1655
IMG_5996.JPG,3264,2448,tecateC,328,986,2664,1713
IMG_5998.JPG,3264,2448,tecateC,233,955,2612,1681
IMG_5999.JPG,3264,2448,tecateC,175,942,2638,1700
IMG_6001.JPG,3264,2448,tecateC,257,831,2809,1589
IMG_6002.JPG,3264,2448,tecateC,375,715,2983,1526
IMG_6003.JPG,3264,2448,tecateC,393,736,3049,1571
IMG_6004.JPG,3264,2448,tecateC,346,726,3051,1600
IMG_6005.JPG,3264,2448,tecateC,307,718,3078,1592
IMG_6006.JPG,3264,2448,tecateC,272,694,3167,1610
IMG_6007.JPG,3264,2448,tecateC,257,697,3180,1607
IMG_6008.JPG,3264,2448,tecateC,243,721,3204,1655
IMG_6009.JPG,3264,2448,tecateC,183,726,3204,1684
IMG_6010.JPG,3264,2448,tecateC,75,771,3175,1705
IMG_6011.JPG,3264,2448,tecateC,49,776,3143,1723
IMG_6012.JPG,3264,2448,tecateC,49,752,3141,1642
IMG_6013.JPG,3264,2448,tecateC,35,744,3207,1681
IMG_6015.JPG,3264,2448,tecateC,117,660,3246,1655
IMG_6016.JPG,3264,2448,tecateC,99,621,3264,1640
IMG_6017.JPG,3264,2448,tecateC,99,650,3264,1644
IMG_6018.JPG,3264,2448,tecateC,62,673,3259,1684
IMG_6019.JPG,3264,2448,tecateC,38,678,3262,1681
IMG_6020.JPG,3264,2448,tecateC,43,692,3264,1700
IMG_6021.JPG,3264,2448,tecateC,104,681,3257,1686
IMG_6023.JPG,3264,2448,tecateC,104,676,3264,1622
IMG_6024.JPG,3264,2448,tecateC,214,652,3264,1627
IMG_6025.JPG,3264,2448,tecateC,196,610,3264,1548
IMG_6026.JPG,3264,2448,tecateC,201,565,3264,1508
IMG_6027.JPG,3264,2448,tecateC,207,523,3259,1502
IMG_6028.JPG,3264,2448,tecateC,178,521,3262,1510
IMG_6029.JPG,3264,2448,tecateC,199,505,3264,1482
IMG_6031.JPG,3264,2448,tecateC,212,510,3249,1481
IMG_6032.JPG,3264,2448,tecateC,220,526,3262,1478
IMG_6033.JPG,3264,2448,tecateC,288,507,3262,1476
IMG_6034.JPG,3264,2448,tecateC,317,578,3264,1552
IMG_6035.JPG,3264,2448,tecateC,372,592,3264,1588
IMG_6036.JPG,3264,2448,tecateC,378,631,3264,1604
IMG_6037.JPG,3264,2448,tecateC,383,602,3264,1582
IMG_6039.JPG,3264,2448,tecateC,267,584,3264,1608
IMG_6040.JPG,3264,2448,tecateC,107,507,3264,1568
IMG_6041.JPG,3264,2448,tecateC,22,471,3264,1596
IMG_6042.JPG,3264,2448,tecateC,335,871,2830,1618
IMG_6042.JPG,3264,2448,tecateC,317,871,2838,1636
IMG_6043.JPG,3264,2448,tecateC,333,865,2859,1626
IMG_6044.JPG,3264,2448,tecateC,317,873,2862,1621
IMG_6045.JPG,3264,2448,tecateC,341,857,2893,1592
IMG_6047.JPG,3264,2448,tecateC,393,823,2978,1668
IMG_6048.JPG,3264,2448,tecateC,401,865,3012,1634
IMG_6049.JPG,3264,2448,tecateC,472,878,3085,1718
IMG_6050.JPG,3264,2448,tecateC,504,878,3128,1705
IMG_6051.JPG,3264,2448,tecateC,530,947,3175,1805
IMG_6052.JPG,3264,2448,tecateC,535,957,3220,1868
IMG_6053.JPG,3264,2448,tecateC,475,931,3209,1873
IMG_6054.JPG,3264,2448,tecateC,449,926,3217,1834
IMG_6055.JPG,3264,2448,tecateC,383,900,3114,1873
IMG_6056.JPG,3264,2448,tecateC,380,876,3122,1781
IMG_6057.JPG,3264,2448,tecateC,443,892,3128,1844
IMG_6058.JPG,3264,2448,tecateC,535,926,3117,1857
IMG_1184.JPG,4032,3024,carta,3114,1714,3982,1977
IMG_1184.JPG,4032,3024,indioC,3036,1391,3955,1655
IMG_1184.JPG,4032,3024,indioC,3027,1127,3918,1377
IMG_1184.JPG,4032,3024,tecateC,3009,818,3891,1091
IMG_1184.JPG,4032,3024,tecateC,2955,577,3832,795
IMG_1184.JPG,4032,3024,tecateC,2945,291,3805,559
IMG_1184.JPG,4032,3024,miller,1914,218,2495,495
IMG_1184.JPG,4032,3024,miller,1945,509,2518,759
IMG_1184.JPG,4032,3024,heineken6,1814,850,2541,1459
IMG_1184.JPG,4032,3024,heineken6,1850,1482,2600,2064
IMG_1184.JPG,4032,3024,xx,1177,232,1582,423
IMG_1184.JPG,4032,3024,xx,1205,445,1573,614
IMG_1184.JPG,4032,3024,xx,1182,623,1591,795
IMG_1184.JPG,4032,3024,tecate,1200,805,1577,995
IMG_1184.JPG,4032,3024,tecate,1191,1027,1582,1223
IMG_1184.JPG,4032,3024,tecate,1191,1209,1600,1427
IMG_1184.JPG,4032,3024,heineken,882,1468,1582,1645
IMG_1184.JPG,4032,3024,strongbowA,818,1664,1586,1900
IMG_1184.JPG,4032,3024,strongbowR,832,1918,1609,2145
IMG_1184.JPG,4032,3024,bohemiaP,141,236,759,409
IMG_1184.JPG,4032,3024,bohemiaP,109,409,750,605
IMG_1184.JPG,4032,3024,bohemiaP,114,609,732,814
IMG_1184.JPG,4032,3024,indio,236,827,718,1018
IMG_1184.JPG,4032,3024,indio,205,1018,709,1218
IMG_1184.JPG,4032,3024,indio,182,1227,691,1436
IMG_1184.JPG,4032,3024,indio,173,1436,673,1664
IMG_1184.JPG,4032,3024,sol,182,1645,691,1909
IMG_1184.JPG,4032,3024,sol,150,1918,686,2141
IMG_6060.JPG,3264,2448,tecateC,470,944,2904,1878
IMG_6061.JPG,3264,2448,tecateC,412,936,2822,1855
IMG_6063.JPG,3264,2448,tecateC,457,921,2799,1826
IMG_6064.JPG,3264,2448,tecateC,488,942,2770,1852
IMG_6065.JPG,3264,2448,tecateC,512,952,2746,1889
IMG_6066.JPG,3264,2448,tecateC,543,973,2738,1878
IMG_6067.JPG,3264,2448,tecateC,551,971,2688,1855
IMG_6068.JPG,3264,2448,tecateC,538,986,2659,1847
IMG_6069.JPG,3264,2448,tecateC,562,942,2643,1821
IMG_6071.JPG,3264,2448,tecateC,633,913,2664,1776
IMG_6072.JPG,3264,2448,tecateC,643,918,2654,1792
IMG_6073.JPG,3264,2448,tecateC,654,915,2633,1778
IMG_6074.JPG,3264,2448,tecateC,651,902,2646,1778
IMG_6075.JPG,3264,2448,tecateC,638,871,2680,1700
IMG_6076.JPG,3264,2448,tecateC,7,713,3178,1755
IMG_6077.JPG,3264,2448,tecateC,9,718,3175,1697
IMG_6079.JPG,3264,2448,tecateC,4,697,3164,1700
IMG_6080.JPG,3264,2448,tecateC,4,692,3157,1694
IMG_6081.JPG,3264,2448,tecateC,4,684,3130,1678
IMG_6082.JPG,3264,2448,tecateC,4,660,3101,1681
IMG_6083.JPG,3264,2448,tecateC,14,657,3101,1642
IMG_6084.JPG,3264,2448,tecateC,43,634,3141,1665
IMG_6085.JPG,3264,2448,tecateC,43,634,3120,1655
IMG_6087.JPG,3264,2448,tecateC,125,613,3146,1607
IMG_6088.JPG,3264,2448,tecateC,130,563,3083,1607
IMG_6089.JPG,3264,2448,tecateC,128,576,3117,1568
IMG_6090.JPG,3264,2448,tecateC,117,571,3107,1600
IMG_6091.JPG,3264,2448,tecateC,154,610,3120,1647
IMG_6092.JPG,3264,2448,tecateC,167,657,3141,1684
IMG_6093.JPG,3264,2448,tecateC,178,678,3180,1726
IMG_6094.JPG,3264,2448,tecateC,243,731,3201,1776
IMG_6095.JPG,3264,2448,tecateC,322,757,3238,1786
IMG_6096.JPG,3264,2448,tecateC,343,763,3249,1773
IMG_6156.JPG,3264,2448,tecateC,751,731,2867,1697
IMG_6157.JPG,3264,2448,tecateC,817,747,2872,1702
IMG_6158.JPG,3264,2448,tecateC,899,797,2901,1757
IMG_6159.JPG,3264,2448,tecateC,1025,842,2930,1771
IMG_6160.JPG,3264,2448,tecateC,1057,857,2920,1755
IMG_6162.JPG,3264,2448,tecateC,1128,834,2917,1718
IMG_6163.JPG,3264,2448,tecateC,1159,831,2928,1715
IMG_6164.JPG,3264,2448,tecateC,1188,826,2928,1710
IMG_6165.JPG,3264,2448,tecateC,1201,821,2920,1705
IMG_6166.JPG,3264,2448,tecateC,1170,781,2864,1655
IMG_6167.JPG,3264,2448,tecateC,1207,776,2854,1660
IMG_6168.JPG,3264,2448,tecateC,1225,773,2872,1668
IMG_6170.JPG,3264,2448,tecateC,1262,773,2867,1686
IMG_6171.JPG,3264,2448,tecateC,1251,731,2859,1660
IMG_6172.JPG,3264,2448,tecateC,1254,734,2854,1665
IMG_6173.JPG,3264,2448,tecateC,1246,713,2838,1652
IMG_6059.JPG,3264,2448,tecateC,554,984,3022,1892
IMG_5712.JPG,3264,2448,miller,675,1019,2440,1784
IMG_5713.JPG,3264,2448,miller,683,1015,2436,1784
IMG_5714.JPG,3264,2448,miller,675,1010,2436,1802
IMG_5716.JPG,3264,2448,miller,688,1006,2436,1767
IMG_5717.JPG,3264,2448,miller,688,980,2436,1741
IMG_5718.JPG,3264,2448,miller,692,949,2440,1723
IMG_5719.JPG,3264,2448,miller,709,897,2444,1662
IMG_5720.JPG,3264,2448,miller,701,849,2444,1641
IMG_5721.JPG,3264,2448,miller,709,845,2475,1636
IMG_5722.JPG,3264,2448,miller,744,862,2505,1654
IMG_5724.JPG,3264,2448,miller,762,954,2501,1728
IMG_5725.JPG,3264,2448,miller,744,945,2514,1732
IMG_5726.JPG,3264,2448,miller,727,958,2496,1745
IMG_5727.JPG,3264,2448,miller,718,954,2505,1754
IMG_5728.JPG,3264,2448,miller,701,997,2488,1762
IMG_5729.JPG,3264,2448,miller,701,1002,2505,1771
IMG_5730.JPG,3264,2448,miller,688,997,2488,1776
IMG_5732.JPG,3264,2448,miller,666,949,2462,1710
IMG_5733.JPG,3264,2448,miller,670,915,2449,1702
IMG_5734.JPG,3264,2448,miller,679,880,2462,1667
IMG_5735.JPG,3264,2448,miller,688,880,2466,1667
IMG_5736.JPG,3264,2448,miller,675,880,2462,1671
IMG_5737.JPG,3264,2448,miller,683,862,2457,1636
IMG_5738.JPG,3264,2448,miller,688,849,2466,1632
IMG_5739.JPG,3264,2448,miller,727,845,2514,1636
IMG_5740.JPG,3264,2448,miller,666,871,2479,1636
IMG_5741.JPG,3264,2448,miller,675,871,2483,1654
IMG_5742.JPG,3264,2448,miller,683,867,2501,1654
IMG_5743.JPG,3264,2448,miller,640,897,2501,1671
IMG_5744.JPG,3264,2448,miller,631,876,2492,1667
IMG_5745.JPG,3264,2448,miller,544,854,2427,1671
IMG_5746.JPG,3264,2448,miller,514,841,2431,1689
IMG_5748.JPG,3264,2448,miller,518,745,2475,1580
IMG_5749.JPG,3264,2448,miller,518,741,2470,1576
IMG_5750.JPG,3264,2448,miller,518,741,2488,1580
IMG_5751.JPG,3264,2448,miller,462,723,2466,1593
IMG_5752.JPG,3264,2448,miller,436,693,2457,1567
IMG_5753.JPG,3264,2448,miller,414,710,2470,1602
IMG_5754.JPG,3264,2448,miller,431,706,2466,1593
IMG_5756.JPG,3264,2448,miller,414,706,2501,1623
IMG_5757.JPG,3264,2448,miller,383,736,2531,1649
IMG_5758.JPG,3264,2448,miller,375,745,2522,1684
IMG_5759.JPG,3264,2448,miller,375,749,2518,1676
IMG_5760.JPG,3264,2448,miller,396,745,2544,1680
IMG_5761.JPG,3264,2448,miller,392,758,2536,1680
IMG_5762.JPG,3264,2448,miller,314,762,2496,1693
IMG_5764.JPG,3264,2448,miller,240,784,2436,1710
IMG_5765.JPG,3264,2448,miller,236,797,2436,1715
IMG_5766.JPG,3264,2448,miller,214,802,2414,1719
